0,0,0,2.62497084,-0.875031847
0,0,1,6.712561185,0.550014134
0,0,2,-2.66262261,-3.42512751
0,0,3,10.875400935,-0.350033679
0,0,4,10.837823400000001,-4.70013306
0,0,5,11.58783885,-3.85010011
0,0,6,12.075283724999998,1.02499879
0,0,7,-11.587820729999999,1.47502687
0,0,8,-11.925308265,1.07502729
0,0,9,-12.637828395,1.05001834
0,0,10,-13.125336960000002,0.525006743
0,0,11,-5.66258943,4.60007099
0,0,12,-6.45010842,4.57507443
0,0,13,-5.17509309,3.47504047
0,0,14,-5.925113415,3.27503825
0,0,15,-6.90012153,-3.32507926
0,0,16,13.237809195,0.699994531
0,1,0,2.6918793549999998,-0.8669105503333333
0,1,1,6.778679985,0.548694699
0,1,2,-2.61299548,-3.3823754966666666
0,1,3,10.746933225,-0.339475256
0,1,4,10.771515925000001,-4.6834072566666665
0,1,5,11.526066215,-3.8395903433333336
0,1,6,12.06303627,1.0487399966666666
0,1,7,-11.539535574999999,1.47646702
0,1,8,-11.896186075000001,1.0742049933333333
0,1,9,-12.604716125,1.0547755933333334
0,1,10,-13.09254862,0.530325229
0,1,11,-5.686957435,4.63168423
0,1,12,-6.474719100000001,4.599263386666666
0,1,13,-5.1876085,3.504575726666667
0,1,14,-5.935347995,3.30682237
0,1,15,-6.917726905,-3.3203806499999997
0,1,16,13.227871065,0.7166625743333334
0,2,0,2.75878787,-0.8587892536666667
0,2,1,6.844798785,0.547375264
0,2,2,-2.56336835,-3.3396234833333334
0,2,3,10.618465515,-0.32891683299999996
0,2,4,10.705208449999999,-4.666681453333333
0,2,5,11.46429358,-3.8290805766666667
0,2,6,12.050788814999999,1.0724812033333333
0,2,7,-11.49125042,1.47790717
0,2,8,-11.867063885,1.0733826966666666
0,2,9,-12.571603855,1.0595328466666667
0,2,10,-13.05976028,0.5356437150000001
0,2,11,-5.7113254399999995,4.66329747
0,2,12,-6.49932978,4.623452343333334
0,2,13,-5.20012391,3.5341109833333335
0,2,14,-5.945582575,3.33860649
0,2,15,-6.93533228,-3.31568204
0,2,16,13.217932934999999,0.7333306176666666
0,3,0,2.8256963849999996,-0.850667957
0,3,1,6.910917585,0.546055829
0,3,2,-2.51374122,-3.29687147
0,3,3,10.489997805,-0.31835841
0,3,4,10.638900974999999,-4.64995565
0,3,5,11.402520945,-3.81857081
0,3,6,12.03854136,1.09622241
0,3,7,-11.442965265,1.47934732
0,3,8,-11.837941695000001,1.0725604
0,3,9,-12.538491585,1.0642901
0,3,10,-13.02697194,0.540962201
0,3,11,-5.735693445,4.69491071
0,3,12,-6.52394046,4.6476413
0,3,13,-5.21263932,3.56364624
0,3,14,-5.955817155,3.37039061
0,3,15,-6.952937655,-3.31098343
0,3,16,13.207994804999998,0.749998661
0,4,0,2.892602265,-0.842549588
0,4,1,6.97704567,0.5447378856666667
0,4,2,-2.464129695,-3.25412159
0,4,3,10.36153372,-0.3079096253333333
0,4,4,10.572615464999998,-4.633271496666667
0,4,5,11.340787805,-3.8080744933333333
0,4,6,12.026327375,1.11995834
0,4,7,-11.39471594,1.48078878
0,4,8,-11.808867150000001,1.0717473966666666
0,4,9,-12.505413294999999,1.0690485666666667
0,4,10,-12.994220624999999,0.5462804716666667
0,4,11,-5.760026225,4.726603393333334
0,4,12,-6.54855112,4.671844353333333
0,4,13,-5.22515329,3.59318618
0,4,14,-5.966053745,3.402186933333333
0,4,15,-6.970531285000001,-3.3062905899999997
0,4,16,13.198091385,0.7666659626666666
0,5,0,2.9595081449999996,-0.834431219
0,5,1,7.043173755000001,0.5434199423333334
0,5,2,-2.41451817,-3.2113717100000003
0,5,3,10.233069635,-0.29746084066666667
0,5,4,10.506329955,-4.616587343333333
0,5,5,11.279054664999999,-3.7975781766666667
0,5,6,12.01411339,1.1436942700000001
0,5,7,-11.346466615,1.48223024
0,5,8,-11.779792605,1.0709343933333333
0,5,9,-12.472335005,1.0738070333333334
0,5,10,-12.96146931,0.5515987423333333
0,5,11,-5.784359005000001,4.758296076666666
